category,production,type,title,distributor,producer,year,page,page_id
Outstanding Short Form Comedy or Drama Series - 2017,"Jeph Loeb, Executive Producer",Nominee,Marvel's Agents of S.H.I.E.L.D.: Slingshot,ABC (ABCd/ABC.com),Marvel Television in association with ABC Studios,2017,307,9
Outstanding Short Form Comedy or Drama Series - 2017,"Joe Quesada, Executive Producer",Nominee,Marvel's Agents of S.H.I.E.L.D.: Slingshot,ABC (ABCd/ABC.com),Marvel Television in association with ABC Studios,2017,307,9
Outstanding Short Form Variety Series - 2017,"Chad Hines, Executive Producer",Nominee,Behind The Voice,NBC (YouTube),"MGM Television, Talpa Media USA, Inc. and Warner Horizon Unscripted & Alternative Television",2017,307,10
Outstanding Short Form Variety Series - 2017,"Amanda Horning, Supervising Producer",Nominee,Behind The Voice,NBC (YouTube),"MGM Television, Talpa Media USA, Inc. and Warner Horizon Unscripted & Alternative Television",2017,307,10
Outstanding Short Form Variety Series - 2017,"Suzanne Lee, Producer",Nominee,Behind The Voice,NBC (YouTube),"MGM Television, Talpa Media USA, Inc. and Warner Horizon Unscripted & Alternative Television",2017,307,10
Outstanding Short Form Variety Series - 2017,"Jennifer Flanz, Executive Producer",Winner,The Daily Show - Between The Scenes,Comedy Central (thedailyshow.com),"Central Productions, LLC",2017,308,1
Outstanding Short Form Variety Series - 2017,"Steve Bodow, Executive Producer",Winner,The Daily Show - Between The Scenes,Comedy Central (thedailyshow.com),"Central Productions, LLC",2017,308,1
Outstanding Short Form Variety Series - 2017,"Ramin Hedayati, Supervising Producer",Winner,The Daily Show - Between The Scenes,Comedy Central (thedailyshow.com),"Central Productions, LLC",2017,308,1
Outstanding Short Form Variety Series - 2017,"Jocelyn Conn, Produced by",Winner,The Daily Show - Between The Scenes,Comedy Central (thedailyshow.com),"Central Productions, LLC",2017,308,1
Outstanding Short Form Variety Series - 2017,"Trevor Noah, Host",Winner,The Daily Show - Between The Scenes,Comedy Central (thedailyshow.com),"Central Productions, LLC",2017,308,1
Outstanding Short Form Variety Series - 2017,"Peter Shukoff, Executive Producer",Nominee,Epic Rap Battles Of History,YouTube,Maker Studios,2017,308,2
Outstanding Short Form Variety Series - 2017,"Lloyd Ahlquist, Executive Producer",Nominee,Epic Rap Battles Of History,YouTube,Maker Studios,2017,308,2
Outstanding Short Form Variety Series - 2017,"Andy Signore, Executive Producer",Nominee,Honest Trailers,YouTube,DEFY Media,2017,308,3
Outstanding Short Form Variety Series - 2017,"Dan Murrell, Producer",Nominee,Honest Trailers,YouTube,DEFY Media,2017,308,3
Outstanding Short Form Variety Series - 2017,"Spencer Gilbert, Producer",Nominee,Honest Trailers,YouTube,DEFY Media,2017,308,3
Outstanding Short Form Variety Series - 2017,"Michael Bolton, Producer",Nominee,Honest Trailers,YouTube,DEFY Media,2017,308,3
Outstanding Short Form Variety Series - 2017,"Christina Kline, Producer",Nominee,Honest Trailers,YouTube,DEFY Media,2017,308,3
Outstanding Short Form Variety Series - 2017,"Mickey Capoferri, Executive Producer",Nominee,The Star Wars Show,YouTube,Lucasfilm Ltd.,2017,308,4
Outstanding Short Form Variety Series - 2017,"Scott Bromley, Producer",Nominee,The Star Wars Show,YouTube,Lucasfilm Ltd.,2017,308,4
Outstanding Short Form Variety Series - 2017,"John Harper, Producer",Nominee,The Star Wars Show,YouTube,Lucasfilm Ltd.,2017,308,4
Outstanding Short Form Variety Series - 2017,"Andi Gutierrez, Host",Nominee,The Star Wars Show,YouTube,Lucasfilm Ltd.,2017,308,4
Outstanding Short Form Nonfiction or Reality Series - 2017,"Lorne Michaels, Executive Producer",Nominee,Creating Saturday Night Live,NBC,SNL Studios with Universal Television and NBC Entertainment Digital,2017,308,5
Outstanding Short Form Nonfiction or Reality Series - 2017,"Oz Rodriguez, Co-Executive Producer",Nominee,Creating Saturday Night Live,NBC,SNL Studios with Universal Television and NBC Entertainment Digital,2017,308,5
Outstanding Short Form Nonfiction or Reality Series - 2017,"Chris Voss, Co-Executive Producer",Nominee,Creating Saturday Night Live,NBC,SNL Studios with Universal Television and NBC Entertainment Digital,2017,308,5
Outstanding Short Form Nonfiction or Reality Series - 2017,"Michael Scogin, Supervising Producer",Nominee,Creating Saturday Night Live,NBC,SNL Studios with Universal Television and NBC Entertainment Digital,2017,308,5
Outstanding Short Form Nonfiction or Reality Series - 2017,"Erik Kenward, Producer",Nominee,Creating Saturday Night Live,NBC,SNL Studios with Universal Television and NBC Entertainment Digital,2017,308,5
Outstanding Short Form Nonfiction or Reality Series - 2017,"Erin Doyle, Producer",Nominee,Creating Saturday Night Live,NBC,SNL Studios with Universal Television and NBC Entertainment Digital,2017,308,5
Outstanding Short Form Nonfiction or Reality Series - 2017,"Ryan Murphy, Producer",Nominee,FEUD: Bette And Joan: Inside Look,FX Networks (fxnetworks.com),FX Networks and M3 Creative,2017,308,6
Outstanding Short Form Nonfiction or Reality Series - 2017,"Tanase Popa, Producer",Nominee,FEUD: Bette And Joan: Inside Look,FX Networks (fxnetworks.com),FX Networks and M3 Creative,2017,308,6
Outstanding Short Form Nonfiction or Reality Series - 2017,"Stephanie Gibbons, Producer",Nominee,FEUD: Bette And Joan: Inside Look,FX Networks (fxnetworks.com),FX Networks and M3 Creative,2017,308,6
Outstanding Short Form Nonfiction or Reality Series - 2017,"Kenna McCabe, Producer",Nominee,FEUD: Bette And Joan: Inside Look,FX Networks (fxnetworks.com),FX Networks and M3 Creative,2017,308,6
Outstanding Short Form Nonfiction or Reality Series - 2017,"Sally Daws, Producer",Nominee,FEUD: Bette And Joan: Inside Look,FX Networks (fxnetworks.com),FX Networks and M3 Creative,2017,308,6
Outstanding Short Form Nonfiction or Reality Series - 2017,"Maureen Timpa, Producer",Nominee,FEUD: Bette And Joan: Inside Look,FX Networks (fxnetworks.com),FX Networks and M3 Creative,2017,308,6
Outstanding Short Form Nonfiction or Reality Series - 2017,"Jay Leno, Executive Producer",Nominee,Jay Leno's Garage,NBC (nbc.com),NBC Entertainment and Big Dog Productions,2017,308,7
Outstanding Short Form Nonfiction or Reality Series - 2017,"Kico Velarde, Supervising Producer",Nominee,Jay Leno's Garage,NBC (nbc.com),NBC Entertainment and Big Dog Productions,2017,308,7
Outstanding Short Form Nonfiction or Reality Series - 2017,"Helga Pollock, Producer",Nominee,Jay Leno's Garage,NBC (nbc.com),NBC Entertainment and Big Dog Productions,2017,308,7
Outstanding Short Form Nonfiction or Reality Series - 2017,"Trideev Dasgupta, Producer",Nominee,Jay Leno's Garage,NBC (nbc.com),NBC Entertainment and Big Dog Productions,2017,308,7
Outstanding Short Form Nonfiction or Reality Series - 2017,"David Swift, Producer",Nominee,Jay Leno's Garage,NBC (nbc.com),NBC Entertainment and Big Dog Productions,2017,308,7
Outstanding Short Form Nonfiction or Reality Series - 2017,"Walker Dalton, Producer",Nominee,Jay Leno's Garage,NBC (nbc.com),NBC Entertainment and Big Dog Productions,2017,308,7
Outstanding Short Form Nonfiction or Reality Series - 2017,"Kimberly A. Austin, Executive Producer",Nominee,National Endowment For The Arts: United States Of Arts,arts.gov,Fire Starter Studios,2017,308,8
Outstanding Short Form Nonfiction or Reality Series - 2017,"Rachel Klein, Executive Producer",Nominee,National Endowment For The Arts: United States Of Arts,arts.gov,Fire Starter Studios,2017,308,8
Outstanding Short Form Nonfiction or Reality Series - 2017,"Jeffrey Elmont, Producer",Nominee,National Endowment For The Arts: United States Of Arts,arts.gov,Fire Starter Studios,2017,308,8
Outstanding Short Form Nonfiction or Reality Series - 2017,"Bradley Glenn, Producer",Nominee,National Endowment For The Arts: United States Of Arts,arts.gov,Fire Starter Studios,2017,308,8
Outstanding Short Form Nonfiction or Reality Series - 2017,"Meghan Kirsch, Executive Producer",Winner,Viceland At The Women’s March,Viceland,"VICE Media, LLC",2017,308,9
Outstanding Short Form Nonfiction or Reality Series - 2017,"Nacho Gil, Co-Executive Producer",Winner,Viceland At The Women’s March,Viceland,"VICE Media, LLC",2017,308,9
Outstanding Short Form Nonfiction or Reality Series - 2017,"Hannah Gregg, Supervising Producer",Winner,Viceland At The Women’s March,Viceland,"VICE Media, LLC",2017,308,9
Outstanding Short Form Nonfiction or Reality Series - 2017,"Michele Beno, Producer",Winner,Viceland At The Women’s March,Viceland,"VICE Media, LLC",2017,308,9
Outstanding Children's Program - 2017,"Michael Jacobs, Executive Producer",Nominee,Girl Meets World,Disney Channel,Michael Jacobs Productions / It's a Laugh Productions,2017,308,10
Outstanding Children's Program - 2017,"Frank Pace, Co-Executive Producer",Nominee,Girl Meets World,Disney Channel,Michael Jacobs Productions / It's a Laugh Productions,2017,308,10
Outstanding Children's Program - 2017,"Matthew Nelson, Co-Executive Producer",Nominee,Girl Meets World,Disney Channel,Michael Jacobs Productions / It's a Laugh Productions,2017,308,10
Outstanding Children's Program - 2017,"Mark Blutman, Co-Executive Producer",Nominee,Girl Meets World,Disney Channel,Michael Jacobs Productions / It's a Laugh Productions,2017,308,10
Outstanding Children's Program - 2017,"Jeff Menell, Co-Executive Producer",Nominee,Girl Meets World,Disney Channel,Michael Jacobs Productions / It's a Laugh Productions,2017,308,10
Outstanding Children's Program - 2017,"Brad Lachman, Executive Producer",Nominee,Macy's Thanksgiving Day Parade 90th Celebration,NBC,"Brad Lachman Productions, Inc.",2017,309,1
Outstanding Children's Program - 2017,"Bill Bracken, Co-Executive Producer",Nominee,Macy's Thanksgiving Day Parade 90th Celebration,NBC,"Brad Lachman Productions, Inc.",2017,309,1
Outstanding Children's Program - 2017,"Matt Lachman, Producer",Nominee,Macy's Thanksgiving Day Parade 90th Celebration,NBC,"Brad Lachman Productions, Inc.",2017,309,1
Outstanding Children's Program - 2017,"Brown Johnson, Executive Producer",Winner,Once Upon A Sesame Street Christmas,HBO,Sesame Workshop,2017,309,2
Outstanding Children's Program - 2017,"Ken Scarborough, Co-Executive Producer",Winner,Once Upon A Sesame Street Christmas,HBO,Sesame Workshop,2017,309,2
Outstanding Children's Program - 2017,"Benjamin Lehmann, Supervising Producer",Winner,Once Upon A Sesame Street Christmas,HBO,Sesame Workshop,2017,309,2
Outstanding Children's Program - 2017,"Karyn Leibovich, Producer",Winner,Once Upon A Sesame Street Christmas,HBO,Sesame Workshop,2017,309,2
Outstanding Children's Program - 2017,"Stephanie Longardo, Producer",Winner,Once Upon A Sesame Street Christmas,HBO,Sesame Workshop,2017,309,2
Outstanding Children's Program - 2017,"Mindy Fila, Producer",Winner,Once Upon A Sesame Street Christmas,HBO,Sesame Workshop,2017,309,2
Outstanding Children's Program - 2017,"Jim Armogida, Executive Producer",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,"Steve Armogida, Executive Producer",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,"Jay Kogen, Executive Producer",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,"Scott Rudin, Executive Producer",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,"Eli Bush, Executive Producer",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,"Richard Linklater, Executive Producer",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,"Steve Skrovan, Co-Executive Producer",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,"Suzie V. Freeman, Co-Executive Producer",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,"Sarah Jane Cunningham, Co-Executive Producer",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,"Harry Hannigan, Producer",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,"Chris Arrington, Produced by",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,"Simon Kinberg, Executive Producer",Nominee,Star Wars Rebels,Disney XD,Lucasfilm Animation Ltd.,2017,309,4
Outstanding Children's Program - 2017,"Dave Filoni, Executive Producer",Nominee,Star Wars Rebels,Disney XD,Lucasfilm Animation Ltd.,2017,309,4
Outstanding Children's Program - 2017,"Henry Gilroy, Co-Executive Producer",Nominee,Star Wars Rebels,Disney XD,Lucasfilm Animation Ltd.,2017,309,4
Outstanding Children's Program - 2017,"Kiri Hart, Producer",Nominee,Star Wars Rebels,Disney XD,Lucasfilm Animation Ltd.,2017,309,4
Outstanding Children's Program - 2017,"Carrie Beck, Producer",Nominee,Star Wars Rebels,Disney XD,Lucasfilm Animation Ltd.,2017,309,4
Outstanding Children's Program - 2017,"Athena Yvette Portillo, Producer",Nominee,Star Wars Rebels,Disney XD,Lucasfilm Animation Ltd.,2017,309,4
Outstanding Documentary or Nonfiction Special - 2017,"Rod Blackhurst, Produced by",Nominee,Amanda Knox,Netflix,Plus Pictures ApS,2017,309,5
Outstanding Documentary or Nonfiction Special - 2017,"Brian McGinn, Produced by",Nominee,Amanda Knox,Netflix,Plus Pictures ApS,2017,309,5
Outstanding Documentary or Nonfiction Special - 2017,"Mette Heide, Produced by/Executive Producer",Nominee,Amanda Knox,Netflix,Plus Pictures ApS,2017,309,5
Outstanding Documentary or Nonfiction Special - 2017,"Stephen Robert Morse, Produced by",Nominee,Amanda Knox,Netflix,Plus Pictures ApS,2017,309,5
Outstanding Documentary or Nonfiction Special - 2017,"Nigel Sinclair, Produced by",Nominee,The Beatles: Eight Days A Week - The Touring Years,Hulu,"Apple Corps Ltd., White Horse Pictures and Imagine Entertainment in association with Diamond Docs",2017,309,6
Outstanding Documentary or Nonfiction Special - 2017,"Scott Pascucci, Produced by",Nominee,The Beatles: Eight Days A Week - The Touring Years,Hulu,"Apple Corps Ltd., White Horse Pictures and Imagine Entertainment in association with Diamond Docs",2017,309,6
Outstanding Documentary or Nonfiction Special - 2017,"Brian Grazer, Produced by",Nominee,The Beatles: Eight Days A Week - The Touring Years,Hulu,"Apple Corps Ltd., White Horse Pictures and Imagine Entertainment in association with Diamond Docs",2017,309,6
Outstanding Documentary or Nonfiction Special - 2017,"Ron Howard, Produced by",Nominee,The Beatles: Eight Days A Week - The Touring Years,Hulu,"Apple Corps Ltd., White Horse Pictures and Imagine Entertainment in association with Diamond Docs",2017,309,6
Outstanding Documentary or Nonfiction Special - 2017,"Jeff Jones, Executive Producer",Nominee,The Beatles: Eight Days A Week - The Touring Years,Hulu,"Apple Corps Ltd., White Horse Pictures and Imagine Entertainment in association with Diamond Docs",2017,309,6
Outstanding Documentary or Nonfiction Special - 2017,"Jonathan Clyde, Executive Producer",Nominee,The Beatles: Eight Days A Week - The Touring Years,Hulu,"Apple Corps Ltd., White Horse Pictures and Imagine Entertainment in association with Diamond Docs",2017,309,6
Outstanding Documentary or Nonfiction Special - 2017,"Michael Rosenberg, Executive Producer",Nominee,The Beatles: Eight Days A Week - The Touring Years,Hulu,"Apple Corps Ltd., White Horse Pictures and Imagine Entertainment in association with Diamond Docs",2017,309,6
Outstanding Documentary or Nonfiction Special - 2017,"Nicholas Ferrall, Executive Producer",Nominee,The Beatles: Eight Days A Week - The Touring Years,Hulu,"Apple Corps Ltd., White Horse Pictures and Imagine Entertainment in association with Diamond Docs",2017,309,6
Outstanding Documentary or Nonfiction Special - 2017,"Guy East, Executive Producer",Nominee,The Beatles: Eight Days A Week - The Touring Years,Hulu,"Apple Corps Ltd., White Horse Pictures and Imagine Entertainment in association with Diamond Docs",2017,309,6
